,PROFILEMENTION_1,COMPANYMENTION_1,POLL_1,CONTENT_Document,CONTENT_Image,CONTENT_Poll,CONTENT_Text,CONTENT_Video (external),CONTENT_Video (native),LINKS_1,LINKS_2,TAGS_1-5,TAGS_6 and more,EMOJIS_1,CHARACTER_COUNT,AGE_IN_DAYS,ENGAGEMENT
324,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12.884098726725126,8.660254037844387,76
325,0,0,0,0,1,0,0,0,0,1,0,0,0,0,16.3707055437449,8.717797887081348,1324
326,0,1,0,0,0,0,0,0,0,1,0,1,0,0,14.89966442575134,8.774964387392123,1397
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.306623862918075,9.0,207
328,0,1,0,0,0,0,0,0,0,1,0,1,0,0,12.24744871391589,9.055385138137417,533
329,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.273618495495704,9.16515138991168,177
330,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.273618495495704,9.16515138991168,86
331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.165750888103101,9.433981132056603,4497
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.717797887081348,9.486832980505138,90
333,0,0,0,0,0,0,0,0,1,1,0,0,0,1,17.26267650163207,9.486832980505138,0
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.745966692414834,9.486832980505138,142
335,0,1,0,0,0,0,0,0,0,0,0,1,0,0,14.2828568570857,9.539392014169456,865
336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.033296378372908,9.695359714832659,99
337,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14.89966442575134,9.746794344808963,102
338,0,1,0,0,0,0,0,0,0,1,0,1,0,0,12.806248474865697,9.797958971132712,369
339,0,1,0,0,0,0,0,0,0,1,0,1,0,0,15.0996688705415,9.899494936611665,657
340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.84297951775486,10.04987562112089,122
341,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14.177446878757825,10.099504938362077,3766
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.280109889280518,10.099504938362077,196
343,0,1,0,0,0,0,0,0,0,1,0,1,0,0,13.92838827718412,10.14889156509222,275
344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.180339887498949,10.198039027185569,176
345,0,1,0,0,0,0,0,0,0,1,0,1,0,0,16.0312195418814,10.246950765959598,880
346,0,1,0,0,0,0,0,0,0,1,0,1,0,0,11.090536506409418,10.44030650891055,45
347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.872983346207417,10.44030650891055,2287
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12403840463596,10.44030650891055,286
349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.874507866387544,0.0,28
350,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.978250586152114,2.23606797749979,95
351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41.47288270665544,2.449489742783178,99
352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.87119154832539,2.6457513110645907,73
353,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.592967784139454,3.0,53
354,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.810249675906654,3.3166247903554,29
355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.115129714401192,3.4641016151377544,82
356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.14889156509222,3.4641016151377544,8
357,0,1,0,0,1,0,0,0,0,1,0,0,0,0,27.568097504180443,3.605551275463989,121
358,0,0,1,0,0,1,0,0,0,0,0,0,1,0,13.30413469565007,3.7416573867739413,80
359,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4.0,4.123105625617661,192
360,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.908712114635714,4.242640687119285,20240
361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.600699292150182,4.358898943540674,111
362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.891046284519195,4.47213595499958,222
363,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34.11744421846396,4.58257569495584,1166
364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.556349186104045,4.58257569495584,916
365,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27.349588662354687,5.0,171
366,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.6332495807108,5.0990195135927845,52
367,1,0,0,0,0,0,1,0,0,1,0,0,1,0,22.271057451320086,5.0990195135927845,17
368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.357816691600547,5.196152422706632,3028
369,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.164414002968976,5.291502622129181,12
370,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7.416198487095663,5.5677643628300215,91
371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.40175425099138,5.656854249492381,176
372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.698484809834994,5.656854249492381,32
373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.0,5.916079783099616,28
374,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.406895185529212,6.164414002968976,60
375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.463092423455635,6.244997998398398,23
376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.106735979665885,7.483314773547883,81
377,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10.677078252031311,8.602325267042627,74
378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.344080432788601,8.660254037844387,7240
379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.649110640673518,8.717797887081348,494
380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.038404810405298,8.774964387392123,223
381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.212670403551895,9.055385138137417,38
382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.445523142259598,9.539392014169456,192
383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,12.884098726725126,1396
384,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22.869193252058544,13.601470508735444,85
385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.09975124224178,13.74772708486752,99
386,0,0,1,0,0,1,0,0,0,0,0,0,1,0,25.079872407968907,14.628738838327793,59
387,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.020824298928627,16.881943016134134,2643
388,1,0,0,0,0,0,0,0,0,0,0,0,1,0,39.35733730830886,17.029386365926403,21
389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.491376746189438,17.08800749063506,24
390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.08323710533743,17.08800749063506,10
391,0,0,1,0,0,1,0,0,0,0,0,0,0,0,22.627416997969522,18.947295321496416,40
392,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17.05872210923198,20.29778313018444,185
393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.0,20.42057785666214,199
394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16.30950643030009,20.54263858417414,72
395,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12.083045973594572,20.566963801203133,9
396,1,0,0,0,0,0,1,0,0,0,0,1,0,0,16.941074346097416,20.566963801203133,14
397,1,0,0,0,0,0,1,0,0,0,0,1,0,0,15.491933384829668,20.566963801203133,21
398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.26267650163207,20.591260281974,793
399,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10.677078252031311,20.639767440550294,82
400,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.45683229480096,20.92844953645635,214
401,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24.454038521274967,21.118712081942874,317
402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.445523142259598,21.72556098240043,11470
403,0,0,0,0,0,0,1,0,0,0,0,0,1,1,42.60281680828159,21.77154105707724,12
404,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39.54743986657038,1.0,86
405,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15.0,1.4142135623730951,233
406,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.135528725660043,1.7320508075688772,33
407,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32.202484376209235,2.0,21
408,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.219040425836983,2.23606797749979,106
409,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.61817604250837,2.449489742783178,9
410,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36.02776706930364,2.6457513110645907,11
411,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.107950630558946,2.8284271247461903,39
412,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.199206336708304,3.0,81
413,1,1,0,0,0,0,1,0,0,0,0,1,0,0,40.29888335921977,3.1622776601683795,81
414,0,1,0,0,0,0,1,0,0,0,0,1,0,0,42.2729227756965,3.3166247903554,22
415,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11.704699910719626,3.4641016151377544,74
416,0,1,0,0,0,0,1,0,0,0,0,1,0,0,23.45207879911715,3.605551275463989,26
417,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44.57577817604534,3.7416573867739413,333
418,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33.406586176980134,3.872983346207417,45
419,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.865034312755125,4.0,66
420,0,0,1,0,0,1,0,0,0,0,0,1,0,0,21.702534414210707,4.123105625617661,50
421,0,0,1,0,0,1,0,0,0,0,0,1,0,0,10.14889156509222,4.242640687119285,95
422,0,0,0,0,0,0,1,0,0,0,0,1,0,0,22.045407685048602,4.358898943540674,144
423,0,0,0,0,0,0,1,0,0,0,0,1,0,0,16.792855623746664,4.47213595499958,137
424,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.35755975068582,4.58257569495584,120
425,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.271057451320086,4.69041575982343,68
426,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14.247806848775006,4.795831523312719,59
427,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.591663046625438,4.898979485566356,29
428,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35.552777669262355,5.0,34
429,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28.337254630609507,5.196152422706632,38
430,0,0,0,0,0,0,1,0,0,0,0,1,0,0,18.867962264113206,5.291502622129181,140
431,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31.432467291003423,5.385164807134504,70
432,0,1,0,0,0,0,1,0,0,0,0,1,0,1,29.58039891549808,5.5677643628300215,58
433,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31.25699921617557,5.656854249492381,47
434,0,0,0,0,0,0,1,0,0,0,0,1,0,0,43.15089802078283,5.830951894845301,6
435,0,0,0,0,0,0,1,0,0,0,0,1,0,0,44.85532298401161,5.916079783099616,40
436,1,0,0,0,0,0,1,0,0,0,0,1,0,0,25.553864678361276,6.0,382
437,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35.31288716601915,6.164414002968976,228
438,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29.647934160747187,6.244997998398398,36
439,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21.095023109728988,6.4031242374328485,76
440,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.16180835212409,6.48074069840786,22
441,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.248456731316587,6.557438524302,276
442,0,0,0,0,0,0,1,0,0,0,0,1,0,0,25.534290669607408,6.6332495807108,23
443,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.656340767525464,6.6332495807108,21
444,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.964262908219126,6.782329983125268,13
445,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33.03028912982749,6.855654600401044,2
446,0,1,0,0,0,0,1,0,0,0,0,1,0,0,35.77708763999664,6.928203230275509,18
447,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.827070610799147,7.0,19
448,0,1,0,0,0,0,1,0,0,0,0,1,0,0,37.1887079635741,7.0710678118654755,39
449,0,0,0,0,1,0,0,0,0,0,0,1,0,0,24.535688292770594,7.14142842854285,68
450,0,1,0,0,0,0,1,0,0,0,0,1,0,0,29.068883707497267,7.211102550927978,24
451,0,1,0,0,0,0,1,0,0,0,0,1,0,0,39.68626966596886,7.211102550927978,78
452,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.0,7.280109889280518,79
453,0,1,0,0,1,0,0,0,0,0,0,1,0,0,36.932370625238775,7.416198487095663,94
454,1,0,0,0,0,0,1,0,0,0,0,1,0,0,15.459624833740307,7.416198487095663,21
455,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30.643106892089126,7.54983443527075,20
456,1,1,0,0,0,0,1,0,0,0,0,1,0,0,29.46183972531247,7.54983443527075,57
457,0,1,0,0,1,0,0,0,0,0,0,1,0,0,34.95711658589707,7.681145747868608,31
458,0,1,0,0,0,0,1,0,0,0,0,1,0,0,30.331501776206203,7.745966692414834,94
459,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.730849247724095,7.810249675906654,14
460,0,1,0,0,0,0,1,0,0,0,0,1,0,0,28.372521918222215,7.874007874011811,20
461,1,1,0,0,0,0,1,0,0,0,0,1,0,0,30.822070014844883,7.937253933193772,32
462,0,1,0,0,0,0,1,0,0,0,0,1,0,1,31.654383582688826,8.0,123
463,1,1,0,0,0,0,1,0,0,0,0,1,0,0,24.331050121192877,8.06225774829855,30
464,0,1,0,0,0,0,1,0,0,0,0,1,0,0,40.08740450565489,8.12403840463596,24
465,1,0,0,0,0,0,1,0,0,0,0,1,0,0,24.677925358506133,8.18535277187245,40
466,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38.7556447501522,8.246211251235321,60
467,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.72308292331602,8.306623862918075,67
468,0,0,0,0,0,0,1,0,0,0,0,1,0,0,15.588457268119896,8.660254037844387,14
469,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20.639767440550294,8.717797887081348,28
470,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21.840329667841555,8.774964387392123,148
471,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.879710609249457,9.055385138137417,128
472,0,0,0,0,0,0,1,0,0,0,0,1,0,0,13.076696830622021,9.1104335791443,7
473,0,0,0,0,0,0,1,0,0,0,0,1,0,0,32.28002478313795,9.327379053088816,61
474,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.013511046643494,9.38083151964686,29
475,0,0,0,0,0,0,1,0,0,0,0,1,0,1,22.06807649071391,9.433981132056603,49
476,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.589892258425,9.486832980505138,34
477,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27.676705006196094,9.539392014169456,37
478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47.59201613716318,9.591663046625438,45
479,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23.45207879911715,0.0,49
480,0,0,0,0,0,0,1,0,0,0,0,0,1,1,30.643106892089126,0.0,850
481,0,0,0,0,0,0,1,0,0,0,0,0,0,1,27.892651361962706,1.0,844
482,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38.91015291668744,1.7320508075688772,840
483,0,1,0,0,0,0,1,0,0,0,0,1,0,1,23.388031127053,2.0,591
484,0,0,0,0,0,0,1,0,0,0,0,1,0,1,26.115129714401192,2.0,747
485,0,0,0,0,0,0,1,0,0,0,0,1,0,1,15.394804318340652,2.0,531
486,0,0,0,0,0,0,1,0,0,0,0,1,0,0,29.068883707497267,2.23606797749979,3233
487,1,0,0,0,1,0,0,0,0,0,0,0,0,1,23.430749027719962,2.23606797749979,858
488,0,0,0,0,0,0,1,0,0,0,0,1,0,0,45.58508528016593,2.449489742783178,664
489,0,0,0,0,0,0,1,0,0,0,0,0,0,1,31.906112267087632,2.449489742783178,984
490,0,0,0,0,1,0,0,0,0,0,0,1,0,1,41.557189510360296,2.6457513110645907,4024
491,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30.93541659651604,3.1622776601683795,2388
492,0,0,0,0,0,0,1,0,0,0,0,1,0,1,30.495901363953813,3.4641016151377544,394
493,0,0,0,0,1,0,0,0,0,0,0,1,0,1,29.966648127543394,3.7416573867739413,879
494,0,0,0,0,1,0,0,0,0,0,0,1,0,1,31.811947441173732,4.123105625617661,1190
495,0,0,0,0,0,0,1,0,0,0,0,1,0,1,23.043437243605826,4.123105625617661,259
496,0,1,0,0,1,0,0,0,0,0,0,1,0,1,16.673332000533065,4.242640687119285,602
497,0,0,0,0,1,0,0,0,0,0,0,0,1,1,47.34976240700686,4.242640687119285,1469
498,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18.33030277982336,4.242640687119285,0
499,0,0,0,0,0,0,1,0,0,0,0,1,0,1,16.522711641858304,4.358898943540674,1700
500,0,0,0,0,1,0,0,0,0,0,0,0,1,1,21.166010488516726,4.358898943540674,3232
501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.388031127053,4.47213595499958,1049
502,0,0,0,0,0,0,1,0,0,0,0,1,0,1,37.589892258425,4.47213595499958,366
503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,4.47213595499958,0
504,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38.8587184554509,4.58257569495584,992
505,0,0,0,0,0,0,1,0,0,0,0,0,0,1,47.23346271447817,4.58257569495584,1061
506,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.732137494637012,4.898979485566356,1006
507,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28.844410203711913,4.898979485566356,481
508,0,0,0,0,0,0,1,0,0,0,0,1,0,1,31.937438845342623,5.0,771
509,1,0,0,0,1,0,0,0,0,0,0,0,1,1,20.273134932713294,5.0,1699
510,1,0,0,1,0,0,0,0,0,1,0,0,1,1,47.46577714522327,3.4641016151377544,526
511,0,0,0,0,1,0,0,0,0,0,0,1,0,1,16.941074346097416,7.3484692283495345,16
512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.291502622129181,11.045361017187261,8
513,1,1,0,1,0,0,0,0,0,0,0,0,1,0,15.033296378372908,12.36931687685298,14
514,1,1,0,1,0,0,0,0,0,0,0,1,0,0,14.832396974191326,12.409673645990857,33
515,1,0,0,0,1,0,0,0,0,0,1,0,1,0,35.62302626111375,12.529964086141668,87
516,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9.643650760992955,15.588457268119896,35
517,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.54983443527075,15.811388300841896,39
518,1,1,0,0,1,0,0,0,0,0,1,0,1,0,38.691084244306204,16.0312195418814,42
519,0,1,0,0,1,0,0,0,0,1,0,0,1,0,27.676705006196094,17.663521732655695,71
520,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10.44030650891055,0.0,359
521,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42.44997055358225,1.4142135623730951,941
522,1,0,0,0,1,0,0,0,0,0,0,1,0,1,26.589471600616662,2.6457513110645907,461
523,0,0,0,0,1,0,0,0,0,0,0,1,0,0,42.36744032862972,3.0,1092
524,1,0,0,0,1,0,0,0,0,0,0,1,0,1,34.48187929913333,4.58257569495584,890
525,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12.041594578792296,5.291502622129181,702
526,1,1,0,0,0,0,0,0,1,0,0,1,0,1,32.526911934581186,5.385164807134504,982
527,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38.98717737923585,5.916079783099616,788
528,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36.91882988394946,6.0,769
529,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12.449899597988733,6.48074069840786,563
530,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,39
531,0,1,0,0,0,0,1,0,0,0,0,1,0,0,27.676705006196094,0.0,49
532,0,1,0,0,0,0,1,0,0,0,0,0,0,1,19.672315572906,1.0,115
533,0,1,0,0,0,0,1,0,0,0,0,1,0,1,27.676705006196094,1.0,28
534,0,1,0,0,0,0,1,0,0,0,0,1,0,0,25.337718918639855,1.4142135623730951,156
535,1,1,0,0,1,0,0,0,0,1,0,0,0,1,22.494443758403985,1.4142135623730951,86
536,1,1,0,0,1,0,0,0,0,0,0,1,0,1,21.400934559032695,1.7320508075688772,158
537,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20.024984394500787,1.7320508075688772,195
538,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31.368774282716245,2.0,0
539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.708203932499369,2.0,28
540,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.40535650240808,1.0,65
541,0,1,0,0,1,0,0,0,0,0,0,1,0,0,53.49766350038102,1.7320508075688772,424
542,0,0,0,0,1,0,0,0,0,0,0,1,0,1,37.44329045369811,2.6457513110645907,122
543,1,0,0,1,0,0,0,0,0,0,0,0,1,0,21.283796653792763,4.795831523312719,82
544,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23.280893453645632,5.385164807134504,149
545,1,0,0,1,0,0,0,0,0,0,0,1,0,0,47.89572005931219,6.0,181
546,0,0,0,0,1,0,0,0,0,0,0,1,0,1,16.73320053068151,7.681145747868608,101
547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,19.519221295943137,15.491933384829668,437
548,1,0,0,0,1,0,0,0,0,0,0,0,0,0,21.2602916254693,17.4928556845359,478
549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.795831523312719,0.0,45
550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.855654600401044,0.0,176
551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0990195135927845,1.4142135623730951,4096
552,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10.908712114635714,4.0,25
553,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.219544457292887,4.123105625617661,20
554,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.958260743101398,4.358898943540674,47
555,0,1,0,0,1,0,0,0,0,1,0,0,0,0,8.48528137423857,4.47213595499958,1
556,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.708203932499369,4.795831523312719,24
557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.242640687119285,4.898979485566356,23
558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.898979485566356,5.291502622129181,40
559,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28.19574435974337,0.0,17
560,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36.013886210738214,2.8284271247461903,25
561,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14.7648230602334,3.1622776601683795,0
562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36.08323710533743,3.3166247903554,75
563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.366642891095847,4.795831523312719,3
564,0,1,0,0,0,0,1,0,0,0,0,1,0,0,12.0,5.477225575051661,0
565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32.41913015489465,7.0,18
566,1,1,0,0,0,0,1,0,0,1,0,0,1,0,38.66522985836241,7.416198487095663,7
567,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.795831523312719,7.483314773547883,2
568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.85665361461421,7.615773105863909,22
569,0,0,0,0,1,0,0,0,0,0,0,1,0,0,28.142494558940577,0.0,250
570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,344
571,0,0,0,1,0,0,0,0,0,0,0,1,0,1,38.80721582386451,1.4142135623730951,349
572,0,0,0,0,1,0,0,0,0,0,0,1,0,1,29.546573405388315,1.7320508075688772,380
573,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.386127875258307,2.0,357
574,0,0,0,0,1,0,0,0,0,0,0,1,0,1,25.826343140289914,2.6457513110645907,384
575,0,0,0,0,0,0,0,0,1,0,0,1,0,0,20.8806130178211,2.8284271247461903,382
576,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21.748563170931547,3.0,380
577,0,0,0,0,1,0,0,0,0,0,0,1,0,0,34.044089061098404,3.1622776601683795,387
578,0,0,0,0,0,0,1,0,0,1,0,1,0,0,34.66987164671943,3.3166247903554,343
579,1,1,0,0,1,0,0,0,0,0,0,0,0,0,54.24020648928247,1.0,337
580,1,0,0,0,1,0,0,0,0,0,0,0,0,0,41.80908992073375,5.656854249492381,840
581,1,1,0,0,0,0,0,0,1,1,0,0,0,0,38.61346915261564,7.211102550927978,172
582,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.916521486202797,8.306623862918075,216
583,1,1,0,0,0,0,0,0,1,1,0,0,0,1,41.689327171351664,8.774964387392123,161
584,1,1,0,0,0,0,0,0,1,1,0,0,0,1,45.40925015897091,9.16515138991168,212
585,1,1,0,0,1,0,0,0,0,0,0,0,0,1,19.77371993328519,9.273618495495704,710
586,1,1,0,1,0,0,0,0,0,0,0,0,0,0,41.19465984809196,9.433981132056603,262
587,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54.3323108288245,9.539392014169456,2501
588,1,1,0,0,1,0,0,0,0,1,0,0,0,0,48.45616575834287,9.643650760992955,365
589,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50.49752469181039,0.0,45
590,0,0,0,0,0,0,1,0,0,0,0,1,0,0,38.45776904605882,1.4142135623730951,90
591,0,0,0,0,0,0,1,0,0,0,0,1,0,0,42.22558466143482,2.0,39
592,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36.75595189897821,2.6457513110645907,104
593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,43.485629810317796,3.0,43
594,0,0,0,0,0,0,1,0,0,0,0,1,0,0,36.59234892706397,3.3166247903554,143
595,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.62977544445356,3.7416573867739413,28
596,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37.134889255254286,4.242640687119285,65
597,0,0,0,0,1,0,0,0,0,0,0,1,0,0,35.79106033634656,4.58257569495584,119
598,0,0,0,0,1,0,0,0,0,0,0,1,0,1,38.781438859330635,4.795831523312719,35
599,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20.024984394500787,1.0,91
600,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.038404810405298,3.0,284
601,0,0,0,0,1,0,0,0,0,0,0,1,0,1,45.86937976471886,3.3166247903554,94
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.082762530298219,3.605551275463989,21
603,0,0,0,0,1,0,0,0,0,0,0,1,0,1,37.469987990390386,4.58257569495584,78
604,0,0,0,0,1,0,0,0,0,0,0,1,0,1,37.72267222772003,4.795831523312719,87
605,0,0,0,0,1,0,0,0,0,0,0,1,0,1,41.15823125451335,4.898979485566356,122
606,1,0,0,0,1,0,0,0,0,0,0,1,0,1,42.77849927241488,5.5677643628300215,157
607,0,0,0,0,1,0,0,0,0,0,0,1,0,1,29.748949561287034,5.916079783099616,216
608,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38.23610858861032,6.0,174
609,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39.67366884975475,0.0,463
610,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.52535300326414,1.4142135623730951,425
611,1,0,0,0,1,0,0,0,0,0,0,1,0,0,49.18333050943175,1.7320508075688772,421
612,0,0,0,0,1,0,0,0,0,0,0,1,0,0,53.81449618829484,2.0,434
613,1,0,0,0,1,0,0,0,0,0,0,1,0,0,46.0,2.8284271247461903,416
614,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54.63515351859094,3.0,493
